Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Title,AgeBin,FareBand
0,1,1,0.5993452533829016,0,0,-0.12491978668775715,2,-0.5609748304808925,1,0,0,2
0,3,1,0.29716420177228703,0,0,-0.47400492578514347,0,-0.5609748304808925,1,0,0,1
1,3,1,0.07052841306432611,0,0,-0.45714212526638004,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.533833690156903,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
1,2,1,0.9770715678961697,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,2,1
1,3,0,-0.533833690156903,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
1,1,0,-0.23165263854628843,0,0,0.9391984311231651,2,-0.5609748304808925,1,0,0,3
1,1,0,-0.7604694788648638,1,0,1.1854295476653287,0,0.059159876663617626,0,0,4,3
0,2,1,0.523799990480248,0,0,-0.3891875560116617,0,-0.5609748304808925,1,0,0,1
0,3,0,-0.38274316435159567,0,0,-0.4702296719376591,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,1,1,0.5993452533829016,0,0,-0.09027201697708476,0,-0.5609748304808925,1,0,0,2
0,3,1,-0.4205157958029225,0,0,-0.5028639729296732,0,-0.5609748304808925,1,0,0,0
0,1,0,-2.0447389482099756,1,2,2.4029901895877646,2,1.299429290952638,0,0,1,3
1,1,1,0.5993452533829016,0,0,-0.034313694348132716,2,-0.5609748304808925,1,0,0,2
1,1,0,1.5814336711173989,0,1,4.335332226633905,0,0.059159876663617626,0,0,2,3
1,3,0,-0.38274316435159567,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
1,3,1,-0.38274316435159567,2,0,-0.18029017645086096,1,0.6792945838081278,0,0,0,2
0,3,1,-0.7604694788648638,0,0,-0.6484216535389205,2,-0.5609748304808925,1,0,4,0
1,2,0,-0.0050168498383275206,0,0,-0.3997582667846179,1,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,1,1,-2.1263278321448413,1,2,2.4029901895877646,2,1.299429290952638,0,0,1,3
1,1,0,0.5993452533829016,0,0,1.5841789061771412,0,-0.5609748304808925,1,0,0,3
1,1,0,-0.9115600046701711,1,0,1.5442457810799908,0,0.059159876663617626,0,0,4,3
0,2,1,0.07052841306432611,1,0,-0.16518916106092355,0,0.059159876663617626,0,0,0,2
1,1,0,0.07052841306432611,0,0,0.49782998024351216,0,-0.5609748304808925,1,0,0,3
1,1,0,-0.38274316435159567,0,0,1.0259447039291216,0,-0.5609748304808925,1,0,0,3
1,1,0,-0.8360147417675174,2,2,4.634416897040849,0,1.9195639980971482,0,0,4,3
0,2,0,-0.23165263854628843,1,1,-0.12491978668775715,2,0.6792945838081278,0,0,0,2
0,3,1,-0.08056211274098116,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,2,1,1.0526168307988233,1,1,-0.11988611489111134,2,0.6792945838081278,0,0,2,2
1,3,0,-0.23165263854628843,0,0,-0.4902797934380587,2,-0.5609748304808925,1,0,0,0
1,2,0,-0.38274316435159567,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,0,2
0,2,1,1.8836147227280133,0,0,-0.36653603292675563,2,-0.5609748304808925,1,0,2,1
1,1,0,0.14607367596697973,0,2,2.671117778445337,2,0.6792945838081278,0,0,0,3
1,1,0,0.8259810420908624,1,1,2.059693773056521,0,0.6792945838081278,0,0,0,3
0,3,1,-0.533833690156903,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.15610737564363478,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
1,2,0,0.07052841306432611,0,0,-0.3997582667846179,1,-0.5609748304808925,1,0,0,1
1,2,0,-0.533833690156903,1,1,-0.06451572512800753,2,0.6792945838081278,0,0,0,2
0,3,1,-0.38274316435159567,8,2,0.7519458402879414,2,5.64037224096421,0,0,0,3
1,1,0,0.523799990480248,0,0,2.0825124140450755,0,-0.5609748304808925,1,0,0,3
0,3,1,2.4124315630465887,0,0,-0.5228315422126077,2,-0.5609748304808925,1,0,3,0
1,2,0,0.523799990480248,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,3,0,0.14607367596697973,1,1,-0.2351571990343002,2,0.6792945838081278,0,0,0,2
1,1,0,-0.9871052675728248,0,1,0.5189714017894245,0,0.059159876663617626,0,0,4,3
1,3,0,-0.38274316435159567,2,0,-0.18029017645086096,1,0.6792945838081278,0,0,0,2
0,1,1,1.2414799880554575,0,0,-0.07458306872129913,2,-0.5609748304808925,1,0,2,2
0,1,1,0.6748905162855552,0,1,2.441497778832105,2,0.059159876663617626,0,0,0,3
0,3,1,-0.9871052675728248,2,0,-0.2859972841804228,2,0.6792945838081278,0,0,4,2
1,1,0,0.5993452533829016,1,0,2.042579288947925,2,0.059159876663617626,0,0,0,3
0,3,1,-0.38274316435159567,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,1,1,-0.0050168498383275206,1,0,0.6925485130875209,2,0.059159876663617626,0,0,0,3
1,1,0,0.901526304993516,0,0,2.059693773056521,0,-0.5609748304808925,1,0,2,3
1,3,1,1.2037073566041305,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,2,1
0,1,1,1.2037073566041305,0,0,0.06635974158478332,2,-0.5609748304808925,1,0,2,3
1,2,1,-2.0447389482099756,1,1,-0.12491978668775715,2,0.6792945838081278,0,0,1,2
1,1,0,-0.38274316435159567,3,2,4.647001076532463,2,2.5396987052416584,0,0,0,3
0,2,1,-0.08056211274098116,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
0,2,1,-0.30719790144894205,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
0,2,1,0.523799990480248,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,2,0,-0.38274316435159567,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,2,0,0.8259810420908624,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,3,0,-0.38274316435159567,1,0,-0.32425318983493084,2,0.059159876663617626,0,0,0,2
1,3,1,-1.969193685307322,1,1,-0.32828012727224753,2,0.6792945838081278,0,0,1,2
0,3,1,0.9770715678961697,0,0,-0.47400492578514347,2,-0.5609748304808925,1,0,2,1
0,3,1,-0.45828842725424934,0,0,-0.4626791642426904,2,-0.5609748304808925,1,0,0,1
0,1,1,0.5993452533829016,0,0,0.05629239799149171,2,-0.5609748304808925,1,0,0,3
0,3,1,-1.0626505304754783,1,1,-0.5028639729296732,0,0.6792945838081278,0,0,4,0
0,3,1,-0.30719790144894205,1,0,-0.29002422161773944,2,0.059159876663617626,0,0,0,2
0,3,1,-0.38274316435159567,0,0,-0.5029485386158568,0,-0.5609748304808925,1,0,0,0
0,3,1,-0.08056211274098116,0,0,-0.45714212526638004,2,-0.5609748304808925,1,0,0,1
1,1,0,-0.533833690156903,0,1,0.4589861417231558,2,0.059159876663617626,0,0,0,3
0,2,0,0.6748905162855552,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,3,0,-0.38274316435159567,0,0,-0.48977642625839407,1,-0.5609748304808925,1,0,0,0
1,3,0,-0.38274316435159567,0,0,-0.48977642625839407,1,-0.5609748304808925,1,0,0,0
0,3,1,0.8259810420908624,1,4,-0.08666388103324908,2,2.5396987052416584,0,0,0,2
0,2,1,-0.0050168498383275206,1,0,-0.09027201697708476,0,0.059159876663617626,0,0,0,2
0,3,0,1.2037073566041305,0,1,-0.3573908580066095,0,0.059159876663617626,0,0,2,1
0,3,1,0.44825472757759427,0,0,-0.5064721088735089,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.38274316435159567,1,0,-0.3363340021468808,1,0.059159876663617626,0,0,0,2
0,3,1,0.07052841306432611,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
1,1,0,2.3368863001439353,1,0,0.8667135572514657,0,0.059159876663617626,0,0,2,3
1,3,0,-0.38274316435159567,0,0,-0.5028639729296732,0,-0.5609748304808925,1,0,0,0
1,3,0,-0.38274316435159567,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
1,1,0,-0.38274316435159567,0,0,0.7469121684912956,0,-0.5609748304808925,1,0,0,3
1,1,1,-0.30719790144894205,1,0,0.4678796330534696,0,0.059159876663617626,0,0,0,3
0,3,1,-0.8360147417675174,1,0,-0.5176307525123133,2,0.059159876663617626,0,0,4,0
0,3,1,-0.7604694788648638,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,4,1
0,1,1,-0.533833690156903,0,0,2.0825124140450755,0,-0.5609748304808925,1,0,0,3
0,3,0,-1.969193685307322,3,1,-0.22408312108167944,2,1.9195639980971482,0,0,1,2
1,1,0,0.5993452533829016,1,0,1.0060617003323709,0,0.059159876663617626,0,0,0,3
1,3,0,-0.533833690156903,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
0,1,1,-0.15610737564363478,0,2,3.610064686423428,0,0.6792945838081278,0,0,0,3
0,3,1,-0.6849242159622102,0,0,-0.5676312212027554,0,-0.5609748304808925,1,0,4,0
0,3,1,-0.7604694788648638,0,0,-0.4918744606632361,2,-0.5609748304808925,1,0,4,0
1,1,0,0.9770715678961697,0,0,3.9327230485884233,0,-0.5609748304808925,1,0,2,3
1,3,0,-2.1202842111126294,0,2,-0.33146744825388363,0,0.6792945838081278,0,0,1,2
0,3,1,0.22161893886963338,0,0,-0.4888542575852486,2,-0.5609748304808925,1,0,0,1
1,1,0,0.44825472757759427,1,0,0.39858208016340624,2,0.059159876663617626,0,0,0,3
0,3,1,-0.38274316435159567,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,2,1,-0.8360147417675174,0,0,0.8314778546749452,2,-0.5609748304808925,1,0,4,3
0,3,1,-2.1202842111126294,5,2,0.2958951755118318,2,3.779968119530679,0,0,1,3
1,2,0,0.523799990480248,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.49279662933638163,1,-0.5609748304808925,1,0,0,0
1,2,0,-0.9115600046701711,0,0,-0.40680540729992204,0,-0.5609748304808925,1,0,4,1
1,1,1,0.523799990480248,1,2,1.7677408088510642,2,1.299429290952638,0,0,0,3
1,3,1,-0.6093789530595566,0,0,-0.49145565916975514,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.08056211274098116,2,0,-0.4888542575852486,2,0.6792945838081278,0,0,0,1
1,1,0,-0.45828842725424934,1,0,1.6323350375212924,0,0.059159876663617626,0,0,0,3
1,3,0,-0.38274316435159567,0,2,-0.312172377522981,2,0.6792945838081278,0,0,0,2
0,3,1,-0.533833690156903,0,0,-0.49145565916975514,2,-0.5609748304808925,1,0,0,0
0,3,0,0.14607367596697973,0,0,-0.4902797934380587,2,-0.5609748304808925,1,0,0,0
0,2,1,1.2792526195067841,0,0,-0.12491978668775715,2,-0.5609748304808925,1,0,2,2
0,2,1,-0.45828842725424934,0,0,-0.43700743807979686,2,-0.5609748304808925,1,0,0,1
1,2,0,-0.08056211274098116,0,0,-0.393717860628643,2,-0.5609748304808925,1,0,0,1
1,3,1,0.7504357791882088,0,0,-0.4888542575852486,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.23165263854628843,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,3,0,-0.6093789530595566,1,0,-0.4505983519307405,2,0.059159876663617626,0,0,0,1
0,3,1,-0.08056211274098116,1,0,-0.32928686163157667,2,0.059159876663617626,0,0,0,2
0,3,0,-0.6849242159622102,0,0,-0.47400492578514347,2,-0.5609748304808925,1,0,4,1
0,2,1,0.37270946467494065,1,0,-0.22559322262067316,2,0.059159876663617626,0,0,0,2
0,3,1,1.6569789340200525,0,0,-0.49237782784290063,2,-0.5609748304808925,1,0,2,0
1,2,1,-1.969193685307322,1,1,-0.2708962687904854,2,0.6792945838081278,0,0,1,2
0,3,1,-0.6093789530595566,0,0,-0.4918744606632361,2,-0.5609748304808925,1,0,0,0
0,3,0,-0.38274316435159567,3,1,-0.13565761536436197,2,1.9195639980971482,0,0,0,2
0,3,1,-0.38274316435159567,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.38274316435159567,0,0,-0.5103319284071769,1,-0.5609748304808925,1,0,0,0
1,1,0,0.29716420177228703,1,0,1.163700193253568,1,0.059159876663617626,0,0,0,3
0,2,1,-0.0050168498383275206,0,0,-0.6484216535389205,2,-0.5609748304808925,1,0,0,0
1,3,1,1.128162093701477,0,0,-0.4888542575852486,2,-0.5609748304808925,1,0,2,1
0,3,0,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,2,0,0.37270946467494065,1,1,0.005955680025033696,2,0.6792945838081278,0,0,0,3
1,2,0,-0.8360147417675174,0,2,-0.3866707201133388,2,0.6792945838081278,0,0,4,1
0,2,1,0.07052841306432611,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
0,3,0,-1.4403768449887466,0,2,-0.1621689579829361,2,0.6792945838081278,0,0,1,2
0,3,1,-0.38274316435159567,0,0,-0.4894421904510968,0,-0.5609748304808925,1,0,0,0
0,3,1,-0.6093789530595566,0,0,-0.49271407711891657,1,-0.5609748304808925,1,0,0,0
0,3,1,-0.0050168498383275206,0,0,-0.4898609919445778,2,-0.5609748304808925,1,0,0,0
0,3,0,-0.08056211274098116,1,1,-0.35848215805212236,2,0.6792945838081278,0,0,0,1
0,3,1,-0.8360147417675174,1,1,-0.2414492887801075,2,0.6792945838081278,0,0,4,2
0,3,1,-0.38274316435159567,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
1,2,0,-0.08056211274098116,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,0,2
1,2,0,-0.7604694788648638,0,0,-0.12491978668775715,2,-0.5609748304808925,1,0,4,2
0,3,1,-0.38274316435159567,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
1,3,1,0.22161893886963338,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,1,1,-0.08056211274098116,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,0,2
1,3,0,-0.38274316435159567,1,0,-0.32425318983493084,2,0.059159876663617626,0,0,0,2
1,2,0,0.9770715678961697,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,2,2
0,3,1,-0.9115600046701711,0,0,-0.5049620073345151,2,-0.5609748304808925,1,0,4,0
0,1,1,1.5814336711173989,1,0,0.4771073601910807,2,0.059159876663617626,0,0,2,3
1,1,0,-1.138195793378132,1,2,1.7677408088510642,2,1.299429290952638,0,0,4,3
0,3,0,-0.6093789530595566,2,2,0.04370821849987721,2,1.9195639980971482,0,0,0,3
1,2,0,-0.38274316435159567,2,3,-0.2708962687904854,2,2.5396987052416584,0,0,0,2
0,1,1,2.6390673517545493,1,4,4.647001076532463,2,2.5396987052416584,0,0,3,3
0,2,1,0.14607367596697973,0,0,-0.43700743807979686,2,-0.5609748304808925,1,0,0,1
1,2,0,1.2037073566041305,1,1,-0.11988611489111134,2,0.6792945838081278,0,0,2,2
0,3,1,-0.6849242159622102,0,0,-0.45714212526638004,2,-0.5609748304808925,1,0,4,1
0,3,1,-0.30719790144894205,1,0,-0.4918744606632361,2,0.059159876663617626,0,0,0,0
1,2,0,-0.08056211274098116,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,0,1
1,3,1,-0.38274316435159567,0,0,-0.48507900373776425,2,-0.5609748304808925,1,0,0,1
1,1,1,-1.8936484224046684,0,2,0.9997696105865636,2,0.6792945838081278,0,0,1,3
1,2,0,-1.2137410562807855,0,1,-0.255795253400548,2,0.059159876663617626,0,0,4,2
1,1,1,0.37270946467494065,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,0,2
1,3,0,-1.8181031595020147,2,1,-0.26066180729354516,0,1.299429290952638,0,0,1,2
1,1,1,1.732524196922706,0,0,-0.034313694348132716,2,-0.5609748304808925,1,0,2,2
0,2,1,0.523799990480248,1,2,-0.08968408411123653,2,1.299429290952638,0,0,0,2
0,3,1,-0.38274316435159567,1,0,-0.2463983948905696,2,0.059159876663617626,0,0,0,2
0,1,1,0.07052841306432611,0,0,-0.08968408411123653,0,-0.5609748304808925,1,0,0,2
1,1,1,1.5058884082147452,1,0,1.145663540471827,0,0.059159876663617626,0,0,2,3
0,3,1,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,3,1,-0.0050168498383275206,0,0,-0.4894421904510968,0,-0.5609748304808925,1,0,0,0
0,1,1,2.714612614657203,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,3,2
1,1,0,0.5993452533829016,1,0,0.395813560675251,2,0.059159876663617626,0,0,0,3
1,2,0,1.5814336711173989,0,0,-0.43700743807979686,2,-0.5609748304808925,1,0,2,1
0,3,1,-0.38274316435159567,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
1,1,1,1.4303431453120916,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,2,2
0,3,1,0.37270946467494065,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,1,1,1.3547978824094378,0,0,0.12676380314453292,2,-0.5609748304808925,1,0,2,3
0,2,1,1.4303431453120916,0,0,-0.3866707201133388,2,-0.5609748304808925,1,0,2,1
0,3,1,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,3,1,0.6748905162855552,0,0,-0.5064721088735089,2,-0.5609748304808925,1,0,0,0
0,2,1,-0.0050168498383275206,0,0,-0.6484216535389205,2,-0.5609748304808925,1,0,0,0
0,1,1,2.0347052485333204,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,2,2
0,3,1,-0.38274316435159567,0,0,-0.4928811950225652,1,-0.5609748304808925,1,0,0,0
1,3,0,-2.1391705268382926,2,1,-0.26066180729354516,0,1.299429290952638,0,0,1,2
0,3,1,-0.38274316435159567,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
0,3,1,0.6748905162855552,0,0,-0.47400492578514347,2,-0.5609748304808925,1,0,0,1
1,2,0,0.29716420177228703,1,2,-0.08968408411123653,2,1.299429290952638,0,0,0,2
1,2,0,-0.45828842725424934,0,0,-0.3707300882677209,0,-0.5609748304808925,1,0,0,1
0,3,0,-0.533833690156903,0,0,-0.45034666834090825,2,-0.5609748304808925,1,0,0,1
0,1,1,0.5993452533829016,0,0,0.39858208016340624,2,-0.5609748304808925,1,0,0,3
0,2,1,0.37270946467494065,1,0,-0.22559322262067316,2,0.059159876663617626,0,0,0,2
0,3,1,-0.0050168498383275206,1,0,-0.5065566745596926,2,0.059159876663617626,0,0,0,0
0,3,1,-0.533833690156903,0,0,-0.4969926981460655,2,-0.5609748304808925,1,0,0,0
1,3,0,-2.0447389482099756,0,1,-0.4010166847337793,2,0.059159876663617626,0,0,1,1
0,3,1,-1.5159221078914003,5,2,0.2958951755118318,2,3.779968119530679,0,0,1,3
0,2,1,-0.0050168498383275206,0,0,-0.6484216535389205,2,-0.5609748304808925,1,0,0,0
0,3,1,1.5814336711173989,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,2,1
1,3,0,2.563522088851896,0,0,-0.455380340137554,2,-0.5609748304808925,1,0,3,1
1,1,1,-0.30719790144894205,1,0,1.1854295476653287,0,0.059159876663617626,0,0,0,3
0,3,0,-0.38274316435159567,3,1,-0.13565761536436197,2,1.9195639980971482,0,0,0,2
1,1,0,0.44825472757759427,1,0,1.163700193253568,2,0.059159876663617626,0,0,0,3
0,1,1,2.185795774338628,0,0,-0.05042144409739929,0,-0.5609748304808925,1,0,2,2
0,3,1,0.07052841306432611,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,3,1,-1.5159221078914003,1,1,-0.32828012727224753,2,0.6792945838081278,0,0,1,2
0,3,1,-0.38274316435159567,1,0,-0.2463983948905696,2,0.059159876663617626,0,0,0,2
0,3,1,-0.6093789530595566,0,0,-0.5024451714361923,2,-0.5609748304808925,1,0,0,0
0,1,1,1.959159985630667,0,0,-0.034313694348132716,2,-0.5609748304808925,1,0,2,2
0,1,1,3.167884192073125,0,0,0.3483299278831318,0,-0.5609748304808925,1,0,3,3
0,3,1,-0.6093789530595566,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.3573083057891445,0,-0.5609748304808925,1,0,0,2
1,1,0,1.8836147227280133,1,0,0.9274538680872313,0,0.059159876663617626,0,0,2,3
0,3,1,-0.38274316435159567,0,0,-0.3443878770215141,2,-0.5609748304808925,1,0,0,2
0,1,0,-0.30719790144894205,1,2,2.4029901895877646,2,1.299429290952638,0,0,0,3
0,3,1,-0.38274316435159567,0,0,-0.49145565916975514,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.9115600046701711,0,0,-0.47400492578514347,2,-0.5609748304808925,1,0,4,1
0,3,0,-0.6093789530595566,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
0,3,0,-0.38274316435159567,0,0,-0.4948100980550399,1,-0.5609748304808925,1,0,0,0
0,3,0,0.5993452533829016,0,0,-0.455380340137554,2,-0.5609748304808925,1,0,0,1
1,1,0,-0.9871052675728248,0,0,1.093228788100527,2,-0.5609748304808925,1,0,4,3
0,1,1,-0.8360147417675174,1,0,1.5442457810799908,0,0.059159876663617626,0,0,4,3
1,2,0,0.29716420177228703,0,2,-0.12491978668775715,2,0.6792945838081278,0,0,0,2
1,1,1,0.5993452533829016,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,0,2
0,3,1,-0.08056211274098116,0,0,-0.1948878246611338,2,-0.5609748304808925,1,0,0,2
1,3,1,-0.23165263854628843,0,0,0.48910360681684706,2,-0.5609748304808925,1,0,0,3
1,3,1,-0.0050168498383275206,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
0,3,1,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
1,1,1,0.523799990480248,0,0,-0.11913106412161445,2,-0.5609748304808925,1,0,0,2
1,1,0,1.8836147227280133,1,0,0.5475787653441219,0,0.059159876663617626,0,0,2,3
0,3,1,-0.38274316435159567,0,0,-0.4974960653257301,2,-0.5609748304808925,1,0,0,0
0,1,1,1.3547978824094378,0,0,0.036576512298389464,2,-0.5609748304808925,1,0,2,3
1,2,0,0.37270946467494065,0,0,-0.43700743807979686,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.1621689579829361,1,-0.5609748304808925,1,0,0,2
1,2,0,0.523799990480248,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,0,2
0,3,1,0.22161893886963338,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
1,1,0,0.07052841306432611,0,0,1.2341715984066093,2,-0.5609748304808925,1,0,0,3
0,3,1,-0.533833690156903,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,3,1,-0.38274316435159567,0,0,-0.5029485386158568,0,-0.5609748304808925,1,0,0,0
1,1,0,1.128162093701477,0,1,0.5189714017894245,0,0.059159876663617626,0,0,2,3
0,3,1,-0.38274316435159567,0,0,-0.5028639729296732,0,-0.5609748304808925,1,0,0,0
0,3,1,0.8637536735421892,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,2,0
1,2,0,1.5814336711173989,0,0,-0.43700743807979686,2,-0.5609748304808925,1,0,2,1
0,1,1,0.5993452533829016,0,0,3.817033162951754,2,-0.5609748304808925,1,0,0,3
0,3,1,0.7504357791882088,0,0,-0.4888542575852486,2,-0.5609748304808925,1,0,0,1
0,2,1,-0.45828842725424934,2,1,-0.41687275089321363,2,1.299429290952638,0,0,0,1
1,2,0,-2.0447389482099756,1,1,-0.12491978668775715,2,0.6792945838081278,0,0,1,2
0,3,1,-0.38274316435159567,0,0,-0.5028639729296732,0,-0.5609748304808925,1,0,0,0
0,3,1,-0.9115600046701711,1,1,-0.5028639729296732,0,0.6792945838081278,0,0,4,0
1,3,0,-0.38274316435159567,0,2,-0.19824427701513722,0,0.6792945838081278,0,0,0,2
0,3,0,0.07052841306432611,0,0,-0.47400492578514347,2,-0.5609748304808925,1,0,0,1
1,2,0,-1.6670126336967075,0,2,-0.11988611489111134,2,0.6792945838081278,0,0,1,2
0,1,1,1.2037073566041305,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,2,2
1,1,0,0.07052841306432611,0,0,1.4944124302931971,0,-0.5609748304808925,1,0,0,3
0,3,1,-0.38274316435159567,0,0,-0.35646868933346404,2,-0.5609748304808925,1,0,0,2
1,1,0,-0.533833690156903,0,2,0.3482453621969482,0,0.6792945838081278,0,0,0,3
1,1,0,0.523799990480248,0,2,0.7811411367084872,2,0.6792945838081278,0,0,0,3
0,3,0,-1.5159221078914003,4,2,-0.01870931177853076,2,3.1598334123861687,0,0,1,3
0,3,0,-1.364831582086093,4,2,-0.01870931177853076,2,3.1598334123861687,0,0,1,3
1,2,1,0.22161893886963338,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,0,2
0,1,1,1.5814336711173989,1,0,1.4944124302931971,0,0.059159876663617626,0,0,2,3
0,1,1,2.6390673517545493,0,0,-0.12491978668775715,2,-0.5609748304808925,1,0,3,2
1,2,0,-0.7604694788648638,1,0,-0.12491978668775715,2,0.059159876663617626,0,0,4,2
1,2,1,-0.0050168498383275206,0,0,-0.3693045524149108,0,-0.5609748304808925,1,0,0,1
0,3,1,0.29716420177228703,1,1,-0.2351571990343002,2,0.6792945838081278,0,0,0,2
1,2,1,-1.5914673707940539,1,1,0.09152810056801232,2,0.6792945838081278,0,0,1,3
1,1,1,-0.9115600046701711,0,2,1.5841789061771412,0,0.6792945838081278,0,0,4,3
0,2,1,-0.15610737564363478,0,0,-0.12491978668775715,2,-0.5609748304808925,1,0,0,2
0,3,1,-0.38274316435159567,0,0,-0.49078316061772326,1,-0.5609748304808925,1,0,0,0
1,3,1,-0.533833690156903,0,0,-0.5029485386158568,0,-0.5609748304808925,1,0,0,0
1,3,0,-0.533833690156903,0,0,-0.4918744606632361,2,-0.5609748304808925,1,0,0,0
0,1,1,2.487976825949242,0,0,-0.11384570873513637,2,-0.5609748304808925,1,0,3,2
1,1,0,1.4303431453120916,1,0,0.1489119590497745,0,0.059159876663617626,0,0,2,3
0,1,1,0.5993452533829016,0,0,3.9327230485884233,0,-0.5609748304808925,1,0,0,3
1,1,0,0.7504357791882088,1,1,0.955306180872432,2,0.6792945838081278,0,0,0,3
1,3,0,0.523799990480248,1,0,-0.29807809649237277,2,0.059159876663617626,0,0,0,2
0,3,1,-0.38274316435159567,0,0,-0.49237782784290063,1,-0.5609748304808925,1,0,0,0
0,3,1,0.8259810420908624,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,0,0
0,2,1,-0.08056211274098116,0,0,-0.3766033765200472,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,3,0,-0.38274316435159567,0,0,-0.4863374216869257,2,-0.5609748304808925,1,0,0,1
0,3,1,-0.38274316435159567,2,0,-0.1621689579829361,2,0.6792945838081278,0,0,0,2
0,3,1,-0.7604694788648638,0,0,-0.4894421904510968,2,-0.5609748304808925,1,0,4,0
0,3,0,-0.0050168498383275206,0,4,-0.22408312108167944,2,1.9195639980971482,0,0,0,2
0,3,1,-0.38274316435159567,0,0,-0.5028639729296732,0,-0.5609748304808925,1,0,0,0
